Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Wind Speed,Generic 1.5 MW Power Output,Generic 1.5 MW Operating Status,AC Primary Load,AC Primary Load Served,Hydrogen Load,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Lead Acid Maximum Charge Power,Generic 1kWh Lead Acid Maximum Discharge Power,Generic 1kWh Lead Acid Charge Power,Generic 1kWh Lead Acid Discharge Power,Generic 1kWh Lead Acid Input Power,Generic 1kWh Lead Acid Energy Content,Generic 1kWh Lead Acid State of Charge,Generic 1kWh Lead Acid Energy Cost,Electrolyzer Input,Electrolyzer Output,Stored Hydrogen,Hydrogen Load Served,Unmet Hydrogen Load,Excess Hydrogen,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/4/2007 3:00:00 AM,0,0,-71.62499,90,0,0,5.399551,87762.53,0,899.2394,899.2394,3891,0,0,83419.37,105.2064,0,87762.53,0,0,86863.3,82520.13,2.35347E-07,1384026,2.35347E-07,0,2.35347E-07,5304240,100,0,82520.13,1778.251,21946.35,3891,0,0,44870.43,0,187762.5,1384026
1/4/2007 4:00:00 AM,0,0,-72.97953,90,0,0,6.870046,180843.5,0,808.3073,808.3073,3891,0,0,171841.8,105.2384,0,180843.5,0,0,180035.2,171033.5,1.69411E-07,1384026,1.69411E-07,0,1.69411E-07,5304240,100,0,171033.5,3685.651,21741,3891,0,0,91310.9,0,280843.5,1384026
1/4/2007 5:00:00 AM,0,0,-72.20828,90,0,0,10.74162,324996.2,0,1019.938,1019.938,3891,0,0,308797.4,105.2458,0,324996.2,0,0,323976.2,307777.4,1.21564E-07,1384026,1.21564E-07,0,1.21564E-07,5304240,100,0,307777.4,6632.387,24482.39,3891,0,0,163620,0,424996.2,1384026
1/4/2007 6:00:00 AM,0,0,-70.17866,90,0,0,11.58421,325050,0,1169.601,1169.601,3891,0,0,308856,105.2432,0,325050,0,0,323880.4,307686.4,8.77204E-08,1384026,8.77204E-08,0,8.77204E-08,5304240,100,0,307686.4,6630.425,27221.81,3891,0,0,163811.6,0,425050,1384026
1/4/2007 7:00:00 AM,0,0,-67.03978,90,0,0,11.83821,325050,0,732.3865,732.3865,3891,0,0,308834.1,105.2507,0,325050,0,0,324317.6,308101.7,6.26296E-08,1384026,6.26296E-08,0,6.26296E-08,5304240,100,0,308101.7,6639.375,29970.19,3891,0,0,163330.6,0,425050,1384026
1/4/2007 8:00:00 AM,0,0,-62.6049,90,0,0,14.70895,325050,0,809.7041,809.7041,3891,0,0,308838,105.2494,0,325050,0,0,324240.3,308028.3,4.5319E-08,1384026,4.5319E-08,0,4.5319E-08,5304240,100,0,308028.3,6637.792,32716.98,3891,0,0,163415.7,0,425050,1384026
1/4/2007 9:00:00 AM,0.0215,22.84443,-56.38311,59.31837,0.02121775,901.7544,16.45683,325050,0,748.9787,748.9787,3891,0,0,309736.7,105.2351,0,325951.8,0,0,324301,308086,3.24818E-08,1384026,3.24818E-08,0,3.24818E-08,5304240,100,0,308987.7,6658.468,35484.45,3891,0,0,163348.9,721.4035,425050,1384928
1/4/2007 10:00:00 AM,0.036,34.2572,-47.48533,46.25031,0.03552166,1509.671,19.97913,0,0,1435.617,1435.617,3891,0,0,1435.617,105.1583,0,1509.671,1511.175,1435.617,0,0,2.29512E-08,1384026,0,1.504777,-1.504777,5304238,99.99997,0,0,0,31593.45,3891,0,0,1579.178,1207.736,100000,1385536
1/4/2007 11:00:00 AM,0.133,43.8022,-34.56846,34.34776,0.1314985,5588.685,16.34589,325050,0,1076.441,1076.441,3891,0,0,314438.8,105.152,0,330638.7,0,0,323973.6,307774.9,1.189,1384026,1.189,0,1.189,5304240,99.99998,0,313362.4,6752.739,34455.19,3891,0,0,163709.1,4470.948,425050,1389615
1/4/2007 12:00:00 PM,0.331,50.10379,-16.4725,25.38006,0.3310612,14070.1,15.25993,325050,0,875.6154,875.6154,3891,0,0,322911.1,105.0196,0,339120.1,0,0,324174.4,307965.7,0.2642087,1384026,0.2642087,0,0.2642087,5304240,99.99999,0,322035.5,6939.638,37503.83,3891,0,0,163488.2,11256.08,425050,1398096
1/4/2007 1:00:00 PM,0.661,51.52736,5.363613,23.10721,0.7420599,31537.54,16.63965,325050,0,1027.663,1027.663,3891,0,0,340386.3,104.7597,0,356587.5,0,0,324022.3,307821.2,0.1198677,1384026,0.1198677,0,0.1198677,5304240,99.99999,0,339358.7,7312.94,40925.77,3891,0,0,163655.4,25230.04,425050,1415564
1/4/2007 2:00:00 PM,0.705,47.57783,25.85827,29.14604,0.8165832,34704.78,13.80099,325050,0,1106.142,1106.142,3891,0,0,343557.5,104.7146,0,359754.8,0,0,323943.8,307746.7,0.0862783,1384026,0.0862783,0,0.0862783,5304240,100,0,342451.4,7379.585,44414.35,3891,0,0,163741.8,27763.83,425050,1418731
1/4/2007 3:00:00 PM,0.616,39.50322,41.39722,39.87249,0.7276357,30924.52,13.36373,325050,0,897.6356,897.6356,3891,0,0,339766.8,104.7702,0,355974.5,0,0,324152.4,307944.8,0.06210133,1384026,0.06210133,0,0.06210133,5304240,100,0,338869.2,7302.393,47825.75,3891,0,0,163512.4,24739.61,425050,1414950
1/4/2007 4:00:00 PM,0.4435,28.92362,52.18713,52.46361,0.5375262,22844.86,12.19732,325050,0,647.9268,647.9268,3891,0,52176.02,334283.5,104.0718,0,347894.9,0,0,272226.1,258614.8,0.04469924,1384026,0.04469924,0,0.04469924,5304240,100,0,281459.6,6065.255,50000,3891,0,0,163237.7,18275.89,425050,1406871
1/4/2007 5:00:00 PM,0.176,16.92683,59.65289,65.8241,0.1943575,8260.192,13.50032,325050,0,889.0936,889.0936,3891,0,142789.8,324241.6,102.7969,0,333310.2,0,0,181371.1,172302.6,0.03217359,1384026,0.03217359,0,0.03217359,5304240,100,0,180562.8,3891,50000,3891,0,0,163503,6608.154,425050,1392286
1/4/2007 6:00:00 PM,0.004,4.115132,64.92925,79.51917,0.003964394,168.4867,13.92648,325050,0,1137.888,1137.888,3891,0,134023.4,315724,103.0072,0,325218.5,0,0,189888.7,180394.3,0.02315788,1384026,0.02315788,0,0.02315788,5304240,100,0,180562.8,3891,50000,3891,0,0,163776.7,134.7894,425050,1384194
1/4/2007 7:00:00 PM,0,0,68.69762,90,0,0,9.862374,321420.2,0,1010.103,1010.103,3891,0,130344.1,311916.9,103.0467,0,321420.2,0,0,190066.1,180562.8,0.01666856,1384026,0.01666856,0,0.01666856,5304240,100,0,180562.8,3891,50000,3891,0,0,161821.2,0,421420.2,1384026
1/4/2007 8:00:00 PM,0,0,71.29588,90,0,0,8.893803,304920.8,0,853.4199,853.4199,3891,0,114001.3,295417.5,103.2169,0,304920.8,0,0,190066.1,180562.8,0.01199768,1384026,0.01199768,0,0.01199768,5304240,100,0,180562.8,3891,50000,3891,0,0,153399.2,0,404920.8,1384026
1/4/2007 9:00:00 PM,0,0,72.765,90,0,0,7.820992,256804.5,0,1046.411,1046.411,3891,0,65691.99,247301.2,103.8428,0,256804.5,0,0,190066.1,180562.8,0.008635683,1384026,0.008635683,0,0.008635683,5304240,100,0,180562.8,3891,50000,3891,0,0,129553.3,0,356804.5,1384026
1/4/2007 10:00:00 PM,0,0,72.701,90,0,0,6.747431,172201.2,0,1117.635,1117.635,3891,0,0,163647,105.2272,0,172201.2,0,0,171083.6,162529.4,0.006215785,1384026,0.006215785,0,0.006215785,5304240,100,0,162529.4,3502.394,49611.39,3891,0,0,87329.99,0,272201.2,1384026
1/4/2007 11:00:00 PM,0,0,69.39348,90,0,0,3.16943,19209.73,0,1118.095,1118.095,3891,0,0,18305.14,104.9417,0,19209.73,0,0,18091.63,17187.05,0.004473993,1384026,0.004473993,0,0.004473993,5304240,100,0,17187.05,370.3688,46090.76,3891,0,0,10834.77,0,119209.7,1384026
1/5/2007 12:00:00 AM,0,0,54.37198,90,0,0,2.283966,0,0,779.4115,779.4115,3891,0,0,779.4115,0,1.13687E-13,0,820.4331,779.4115,0,0,0.003220287,1384026,0,820.4331,-820.4331,5303322,99.9827,0,0,0,42199.76,3891,0,0,857.3526,0,100000,1384026
1/5/2007 1:00:00 AM,0,0,-23.92523,90,0,0,1.039902,0,0,982.6453,982.6453,3891,0,0,982.6453,0,0,0,1034.363,982.6453,0,0,648.2731,1384026,0,1034.363,-1034.363,5302166,99.96091,0,0,0,38308.76,3891,0,0,1080.91,0,100000,1384026
1/5/2007 2:00:00 AM,0,0,-64.52766,90,0,0,1.234364,0,0,902.4645,902.4645,3891,0,0,902.4645,0,1.13687E-13,0,949.9626,902.4645,0,0,1465.576,1384026,0,949.9626,-949.9626,5301104,99.94088,0,0,0,34417.76,3891,0,0,992.7109,0,100000,1384026
1/5/2007 3:00:00 AM,0,0,-71.77712,90,0,0,0.9616089,0,0,1358.737,1358.737,3891,0,0,1358.737,0,0,0,1430.249,1358.737,0,0,2174.025,1384026,0,1430.249,-1430.249,5299505,99.91074,0,0,0,30526.76,3891,0,0,1494.611,0,100000,1384026
1/5/2007 4:00:00 AM,0,0,-73.11029,90,0,0,2.458235,0,0,842.1735,842.1735,3891,0,0,842.1735,0,1.13687E-13,0,886.4984,842.1735,0,0,3216.171,1384026,0,886.4984,-886.4984,5298514,99.89205,0,0,0,26635.76,3891,0,0,926.3908,0,100000,1384026
1/5/2007 5:00:00 AM,0,0,-72.32774,90,0,0,1.845255,0,0,1279.079,1279.079,3891,0,0,1279.079,0,0,0,1346.399,1279.079,0,0,3685.215,1384026,0,1346.399,-1346.399,5297008,99.86367,0,0,0,22744.76,3891,0,0,1406.987,0,100000,1384026
1/5/2007 6:00:00 AM,0,0,-70.29448,90,0,0,1.972736,0,0,849.5886,849.5886,3891,0,0,849.5886,0,1.13687E-13,0,894.3038,849.5886,0,0,4613.394,1384026,0,894.3038,-894.3038,5296009,99.84482,0,0,0,18853.76,3891,0,0,934.5475,0,100000,1384026
1/5/2007 7:00:00 AM,0,0,-67.15829,90,0,0,2.537012,0,0,606.5546,606.5546,3891,0,0,606.5546,0,0,0,638.4785,606.5546,0,0,5085.435,1384026,0,638.4785,-638.4785,5295295,99.83136,0,0,0,14962.76,3891,0,0,667.2101,0,100000,1384026
1/5/2007 8:00:00 AM,0.0415,10.31334,-62.73234,72.97517,0.04137836,1758.58,3.920356,34682.85,0,948.5809,948.5809,3891,0,0,29379.05,124.0388,0,36441.43,0,0,33734.27,32047.56,5375.67,1384026,5375.67,0,5375.67,5300103,99.922,0,28430.47,612.6566,11684.42,3891,0,0,18384.87,1406.864,134682.9,1385784
1/5/2007 9:00:00 AM,0.2805,22.80286,-56.52638,59.39265,0.3223861,13701.41,4.253097,44063.93,0,934.0354,934.0354,3891,0,0,54312.76,106.3568,0,57765.34,0,0,43129.89,40973.4,1296.078,1384026,1296.078,0,1296.078,5301262,99.94386,0,53378.73,1150.274,8943.692,3891,0,0,23059.4,10961.13,144063.9,1397727
1/5/2007 10:00:00 AM,0.5325,34.23946,-47.65142,46.30478,0.636005,27030.21,5.689134,104091.2,0,877.0388,877.0388,3891,0,0,125027.8,104.8738,0,131121.4,0,0,103214.1,98053.41,932.8896,1384026,932.8896,0,932.8896,5302096,99.95959,0,124150.7,2675.361,7728.054,3891,0,0,53010.32,21624.17,204091.2,1411056
1/5/2007 11:00:00 AM,0.661,43.81824,-34.759,34.36927,0.7706903,32754.33,6.983011,189727.8,0,776.9681,776.9681,3891,0,0,212363.1,104.765,0,222482.1,0,0,188950.8,179503.3,671.4746,1384026,671.4746,0,671.4746,5302698,99.97092,0,211586.1,4559.532,8396.586,3891,0,0,95718.55,26203.47,289727.8,1416780
1/5/2007 12:00:00 PM,0.7195,50.16402,-16.66695,25.34292,0.8268604,35141.57,8.329474,285476.1,0,582.091,582.091,3891,0,0,305889.6,104.8148,0,320617.7,0,0,284894,270649.3,483.3135,1384026,483.3135,0,483.3135,5303130,99.97906,0,305307.5,6579.163,11084.75,3891,0,0,143378.3,28113.25,385476.1,1419168
1/5/2007 1:00:00 PM,0.72,51.63131,5.216497,22.99772,0.8226506,34962.65,9.60476,318515,0,1188.98,1188.98,3891,0,-5.82077E-11,337263.5,104.8076,0,353477.7,0,0,317326.1,301459.8,347.879,1384026,347.879,0,347.879,5303441,99.98493,0,336074.5,7242.169,14435.92,3891,0,0,160565.4,27970.12,418515,1418988
1/5/2007 2:00:00 PM,0.692,47.7081,25.78877,29.00835,0.7980966,33919.11,8.79626,302170.8,0,730.1211,730.1211,3891,0,0,320767.4,104.7768,0,336089.9,0,0,301440.7,286368.6,250.3961,1384026,250.3961,0,250.3961,5303664,99.98915,0,320037.3,6896.579,17441.5,3891,0,0,151888.5,27135.29,402170.8,1417945
1/5/2007 3:00:00 PM,0.6095,39.64145,41.38741,39.73753,0.7176232,30498.98,7.692716,249571.4,0,1324.68,1324.68,3891,0,2.91038E-11,267477.8,104.7079,0,280070.4,0,0,248246.7,235834.4,180.2299,1384026,180.2299,0,180.2299,5303826,99.9922,0,266153.2,5735.413,19285.91,3891,0,0,126242.9,24399.19,349571.4,1414525
1/5/2007 4:00:00 PM,0.44,29.06041,52.21143,52.3374,0.5309033,22563.39,6.959146,187709.3,0,633.7879,633.7879,3891,0,0,200789.2,104.7231,0,210272.7,0,0,187075.5,177721.7,129.7257,1384026,129.7257,0,129.7257,5303942,99.99438,0,200155.4,4313.208,19708.12,3891,0,0,94551.81,18050.71,287709.3,1406589
1/5/2007 5:00:00 PM,0.1845,17.05878,59.69669,65.70701,0.2066952,8784.545,7.034372,194071.9,0,914.2507,914.2507,3891,0,0,193105.2,105.0497,0,202856.4,0,0,193157.6,183499.8,93.37389,1384026,93.37389,0,93.37389,5304026,99.99596,0,192190.9,4141.579,19958.7,3891,0,0,98041.62,7027.636,294071.9,1392810
1/5/2007 6:00:00 PM,0.0055,4.241171,64.98666,79.41108,0.005460632,232.0769,5.725374,106134.6,0,764.5018,764.5018,3891,0,0,101031,105.2813,0,106366.7,0,0,105370.1,100101.6,67.20858,1384026,67.20858,0,67.20858,5304086,99.99709,0,100266.5,2160.672,18228.37,3891,0,0,53908.26,185.6615,206134.6,1384258
1/5/2007 7:00:00 PM,0,0,68.76795,90,0,0,4.56723,52920.38,0,876.0267,876.0267,3891,0,0,50269.79,105.2727,0,52920.38,0,0,52044.36,49442.14,48.37534,1384026,48.37534,0,48.37534,5304129,99.9979,0,49393.76,1064.401,15401.77,3891,0,0,27423.82,0,152920.4,1384026
1/5/2007 8:00:00 PM,0,0,71.38244,90,0,0,5.190765,78662.34,0,854.6801,854.6801,3891,0,0,74737.14,105.252,0,78662.34,0,0,77807.66,73917.28,34.81956,1384026,34.81956,0,34.81956,5304160,99.99849,0,73882.46,1592.115,13102.88,3891,0,0,40271.32,0,178662.3,1384026
1/5/2007 9:00:00 PM,0,0,72.87643,90,0,0,6.669154,166684,0,618.1882,618.1882,3891,0,0,158355.6,105.2593,0,166684,0,0,166065.8,157762.5,25.0624,1384026,25.0624,0,25.0624,5304182,99.99892,0,157737.5,3399.131,12611.01,3891,0,0,84022.01,0,266684,1384026
1/5/2007 10:00:00 PM,0,0,72.85743,90,0,0,8.456703,292597.5,0,950.2896,950.2896,3891,0,0,277997.1,105.252,0,292597.5,0,0,291647.2,277064.9,18.03939,1384026,18.03939,0,18.03939,5304198,99.99922,0,277046.8,5970.165,14690.18,3891,0,0,147344.1,0,392597.5,1384026
1/5/2007 11:00:00 PM,0,0,69.65166,90,0,0,8.648066,297992.7,0,1018.452,1018.452,3891,0,0,283131,105.2491,0,297992.7,0,0,296974.2,282125.5,12.98438,1384026,12.98438,0,12.98438,5304210,99.99944,0,282112.5,6079.326,16878.51,3891,0,0,150116.6,0,397992.7,1384026
1/6/2007 12:00:00 AM,0,0,54.98476,90,0,0,8.631907,297537.1,0,1158.014,1158.014,3891,0,0,282708.8,105.2451,0,297537.1,0,0,296379.1,281560.2,9.345888,1384026,9.345888,0,9.345888,5304218,99.9996,0,281550.8,6067.222,19054.73,3891,0,0,150042.4,0,397537.1,1384026
1/6/2007 1:00:00 AM,0,0,-23.57758,90,0,0,4.195393,42437.06,0,971.1795,971.1795,3891,0,0,40357.04,105.154,0,42437.06,0,0,41465.88,39392.59,6.726976,1384026,6.726976,0,6.726976,5304224,99.99971,0,39385.86,848.7375,16012.46,3891,0,0,22286.83,0,142437.1,1384026
1/6/2007 2:00:00 AM,0,0,-64.72169,90,0,0,4.752669,60135.27,0,1065.363,1065.363,3891,0,0,57176.93,105.174,0,60135.27,0,0,59069.91,56116.41,4.841938,1384026,4.841938,0,4.841938,5304229,99.99979,0,56111.57,1209.165,13330.63,3891,0,0,31239.54,0,160135.3,1384026
1/6/2007 3:00:00 AM,0,0,-71.9428,90,0,0,3.682067,29326.78,0,792.4301,792.4301,3891,0,0,27896.58,105.1268,0,29326.78,0,0,28534.35,27107.64,3.485126,1384026,3.485126,0,3.485126,5304232,99.99985,0,27104.15,584.0754,10023.71,3891,0,0,15535.06,0,129326.8,1384026
1/6/2007 4:00:00 AM,0,0,-73.25075,90,0,0,2.172741,0,0,1395.328,1395.328,3891,0,0,1395.328,0,0,0,1468.766,1395.328,0,0,2.508521,1384026,0,1468.766,-1468.766,5302590,99.96889,0,0,0,6132.706,3891,0,0,1534.861,0,100000,1384026
1/6/2007 5:00:00 AM,0,0,-72.45499,90,0,0,1.321359,0,0,1211.339,1211.339,3891,0,0,1211.339,0,2.27374E-13,0,1275.094,1211.339,0,0,1166.205,1384026,0,1275.094,-1275.094,5301164,99.94202,0,0,0,2241.706,3891,0,0,1332.473,0,100000,1384026
1/6/2007 6:00:00 AM,0,0,-70.41704,90,0,0,0.6939638,0,0,1150.849,1150.849,3891,0,0,1150.849,0,2.27374E-13,0,1211.42,1150.849,0,0,2173.721,1384026,0,1211.42,-1211.42,5299810,99.91648,0,0,0,0,2241.706,1649.295,0,1265.934,0,100000,1384026
1/6/2007 7:00:00 AM,0,0,-67.28296,90,0,0,1.165694,0,0,805.8484,805.8484,3891,0,0,805.8484,0,0,0,848.2615,805.8484,0,0,3029.252,1384026,0,848.2615,-848.2615,5298862,99.8986,0,0,0,0,0,3891,0,886.4332,0,100000,1384026
1/6/2007 8:00:00 AM,0.042,10.25799,-62.86563,73.06133,0.04188693,1780.194,1.701316,0,0,684.9396,684.9396,3891,0,0,684.9396,259.9053,0,1780.194,720.989,684.9396,0,0,3473.69,1384026,1059.205,0,1059.205,5299809,99.91646,0,0,0,0,0,3891,0,753.4335,1424.156,100000,1385806
1/6/2007 9:00:00 AM,0.278,22.76532,-56.67532,59.46443,0.3184936,13535.98,2.503212,0,0,730.9823,730.9823,3891,0,0,11053.25,122.4616,0,13535.98,769.4551,730.9823,0,0,2444.26,1384026,2444.26,0,2444.26,5301995,99.95768,0,10322.27,222.4375,0,222.4375,3668.562,0,804.0805,10828.78,100000,1397562
1/6/2007 10:00:00 AM,0.532,34.22652,-47.82289,46.35592,0.6349987,26987.45,3.095386,17748.45,0,960.2682,960.2682,3891,0,0,43193.16,103.5717,0,44735.89,0,0,16788.18,15948.77,703.3299,1384026,703.3299,0,703.3299,5302624,99.96954,0,42232.89,910.089,0,910.089,2980.911,0,9930.519,21589.96,117748.4,1411013
1/6/2007 11:00:00 AM,0.6675,43.83992,-34.95403,34.38638,0.7791143,33112.36,4.617188,54405.79,0,718.0801,718.0801,3891,0,7.27596E-12,84327.52,103.7836,0,87518.15,0,0,53687.71,51003.32,506.2423,1384026,506.2423,0,506.2423,5303077,99.97807,0,83609.44,1801.724,0,1801.724,2089.275,0,27992.78,26489.89,154405.8,1417138
1/6/2007 12:00:00 PM,0.7335,50.2306,-16.86351,25.30007,0.8451586,35919.24,4.241309,43731.59,0,636.7703,636.7703,3891,0,7.27596E-12,77131.7,103.266,0,79650.83,0,0,43094.82,40940.07,364.3827,1384026,364.3827,0,364.3827,5303403,99.98421,0,76494.94,1648.412,0,1648.412,2242.588,0,22566.24,28735.39,143731.6,1419945
1/6/2007 1:00:00 PM,0.727,51.74162,5.07136,22.8821,0.8314615,35337.11,5.943449,118431.1,0,1043.322,1043.322,3891,0,0,147636.6,104.1532,0,153768.2,0,0,117387.8,111518.4,262.2751,1384026,262.2751,0,262.2751,5303638,99.98864,0,146593.2,3158.981,0,3158.981,732.0187,0,60363.21,28269.69,218431.1,1419363
1/6/2007 2:00:00 PM,0.437,47.84381,25.72479,28.86629,0.4531008,19256.78,2.033493,0,0,817.6541,817.6541,3891,0,0,19024.97,101.2185,0,19256.78,860.6885,817.6541,0,0,188.7802,1384026,188.7802,0,188.7802,5303806,99.99182,0,18207.31,392.3548,0,392.3548,3498.645,0,899.4195,15405.43,100000,1403283
1/6/2007 3:00:00 PM,0.2275,39.78379,41.38452,39.60012,0.2260152,9605.645,2.839342,0,0,1169.926,1169.926,3891,0,0,9408.189,102.0988,0,9605.645,1231.501,1169.926,0,0,135.88,1384026,135.88,0,135.88,5303928,99.99412,0,8238.264,177.5288,0,177.5288,3713.471,0,1286.918,7684.515,100000,1393632
1/6/2007 4:00:00 PM,0.1445,29.20011,52.24277,52.21006,0.1433579,6092.711,7.186003,206896.9,0,889.6794,889.6794,3891,0,0,202591.4,105.1326,0,212989.6,0,0,206007.2,195706.8,97.80362,1384026,97.80362,0,97.80362,5304016,99.99577,0,201701.7,4346.53,455.5303,3891,0,0,104427.1,4874.169,306896.9,1390119
1/6/2007 5:00:00 PM,0.04,17.19266,59.74731,65.58971,0.03958703,1682.449,8.514799,294235.5,0,989.7135,989.7135,3891,0,0,281185.2,105.2395,0,295917.9,0,0,293245.8,278583.5,70.39701,1384026,70.39701,0,70.39701,5304078,99.99695,0,280195.5,6038.016,2602.546,3891,0,0,148206.4,1345.959,394235.5,1385708
1/6/2007 6:00:00 PM,0,0,65.05075,90,0,0,8.928365,305895.2,0,636.7263,636.7263,3891,0,0,290581.7,105.27,0,305895.2,0,0,305258.5,289995.6,50.67031,1384026,50.67031,0,50.67031,5304124,99.9978,0,289944.9,6248.109,4959.655,3891,0,0,153648,0,405895.2,1384026
1/6/2007 7:00:00 PM,0,0,68.84505,90,0,0,6.989849,190306.2,0,936.9446,936.9446,3891,0,0,180801.2,105.2571,0,190306.2,0,0,189369.2,179900.8,36.47144,1384026,36.47144,0,36.47144,5304156,99.99842,0,179864.3,3875.948,4944.604,3891,0,0,96183.72,0,290306.2,1384026
1/6/2007 8:00:00 PM,0,0,71.47617,90,0,0,5.729459,106364.9,0,787.1001,787.1001,3891,0,0,101059.8,105.2495,0,106364.9,0,0,105577.8,100298.9,26.25138,1384026,26.25138,0,26.25138,5304180,99.99886,0,100272.7,2160.806,3214.409,3891,0,0,54048.28,0,206364.9,1384026
1/6/2007 9:00:00 PM,0,0,72.99587,90,0,0,7.658223,246837.2,0,730.9025,730.9025,3891,0,0,234513,105.2552,0,246837.2,0,0,246106.3,233801,18.8952,1384026,18.8952,0,18.8952,5304196,99.99918,0,233782.1,5037.839,4361.249,3891,0,0,124222.6,0,346837.2,1384026
1/6/2007 10:00:00 PM,0,0,73.02354,90,0,0,7.812883,256347.2,0,1092.405,1092.405,3891,0,0,243570.9,105.2454,0,256347.2,0,0,255254.8,242492.1,13.60037,1384026,13.60037,0,13.60037,5304209,99.99941,0,242478.5,5225.24,5695.489,3891,0,0,129375.2,0,356347.2,1384026
1/6/2007 11:00:00 PM,0,0,69.92276,90,0,0,7.639378,245243.3,0,875.4221,875.4221,3891,0,0,233015.1,105.2478,0,245243.3,0,0,244367.9,232149.5,9.789265,1384026,9.789265,0,9.789265,5304218,99.99957,0,232139.7,5002.447,6806.936,3891,0,0,123584.6,0,345243.3,1384026
1/7/2007 12:00:00 AM,0,0,55.61719,90,0,0,7.301904,216699.8,0,725.5352,725.5352,3891,0,0,205894,105.2482,0,216699.8,0,0,215974.2,205175.5,7.046109,1384026,7.046109,0,7.046109,5304224,99.99969,0,205168.5,4421.236,7337.172,3891,0,0,109148,0,316699.8,1384026
1/7/2007 1:00:00 AM,0,0,-23.24586,90,0,0,7.977638,265637.2,0,839.8187,839.8187,3891,0,0,252392.2,105.2478,0,265637.2,0,0,264797.4,251557.5,5.071643,1384026,5.071643,0,5.071643,5304228,99.99978,0,251552.4,5420.778,8866.95,3891,0,0,133742.4,0,365637.2,1384026
1/7/2007 2:00:00 AM,0,0,-64.93901,90,0,0,6.81564,177008.8,0,1174.011,1174.011,3891,0,0,168213.4,105.2287,0,177008.8,0,0,175834.8,167043,3.650463,1384026,3.650463,0,3.650463,5304232,99.99984,0,167039.4,3599.581,8575.531,3891,0,0,89795.81,0,277008.8,1384026
1/7/2007 3:00:00 AM,0,0,-72.12212,90,0,0,9.6077,318548.2,0,731.9932,731.9932,3891,0,0,302654.8,105.2513,0,318548.2,0,0,317816.2,301925.4,2.627528,1384026,2.627528,0,2.627528,5304234,99.99989,0,301922.8,6506.223,11190.75,3891,0,0,160079.3,0,418548.2,1384026
1/7/2007 4:00:00 AM,0,0,-73.40089,90,0,0,7.620393,243637.5,0,871.4612,871.4612,3891,0,0,231497.3,105.2442,0,243637.5,0,0,242766.1,230627.8,1.89124,1384026,1.89124,0,1.89124,5304236,99.99992,0,230625.9,4969.825,12269.58,3891,0,0,122777.4,0,343637.5,1384026
1/7/2007 5:00:00 AM,0,0,-72.58999,90,0,0,6.544461,157895.2,0,898.4146,898.4146,3891,0,0,150044,105.2326,0,157895.2,0,0,156996.8,149146.9,1.361275,1384026,1.361275,0,1.361275,5304237,99.99994,0,149145.6,3213.982,11592.56,3891,0,0,79935.85,0,257895.2,1384026
1/7/2007 6:00:00 AM,0,0,-70.5463,90,0,0,5.307392,83594.51,0,584.8355,584.8355,3891,0,0,79443.05,105.2257,0,83594.51,0,0,83009.67,78859.19,0.9798176,1384026,0.9798176,0,0.9798176,5304238,99.99995,0,78858.21,1699.339,9400.9,3891,0,0,42440.57,0,183594.5,1384026
1/7/2007 7:00:00 AM,0,0,-67.41375,90,0,0,4.630176,54955.05,0,614.8755,614.8755,3891,0,0,52237.34,105.2026,0,54955.05,0,0,54340.18,51623.17,0.7052523,1384026,0.7052523,0,0.7052523,5304238,99.99997,0,51622.46,1112.428,6622.328,3891,0,0,28153.89,0,154955,1384026
1/7/2007 8:00:00 AM,0.039,10.20607,-63.00473,73.14561,0.03886097,1651.591,6.039729,123860,0,736.4445,736.4445,3891,0,0,119354.9,105.1583,0,125511.6,0,0,123123.6,116967.4,0.5076259,1384026,0.5076259,0,0.5076259,5304239,99.99998,0,118618.5,2556.145,5287.473,3891,0,0,62740.11,1321.273,223860,1385678
1/7/2007 9:00:00 AM,0.2735,22.73186,-56.82986,59.53366,0.3114237,13235.51,7.373351,222742.7,0,723.1574,723.1574,3891,0,0,224876.9,104.9366,0,235978.2,0,0,222019.6,210918.6,0.3653786,1384026,0.3653786,0,0.3653786,5304239,99.99998,0,224153.8,4830.355,6226.828,3891,0,0,112166.8,10588.41,322742.8,1397261
1/7/2007 10:00:00 AM,0.527,34.2184,-47.99968,46.40371,0.6274409,26666.24,8.556331,295406.4,0,1077.167,1077.167,3891,0,0,307355.9,104.7882,0,322072.6,0,0,294329.2,279612.8,0.2629919,1384026,0.2629919,0,0.2629919,5304240,99.99999,0,306278.7,6600.091,8935.919,3891,0,0,148888.1,21332.99,395406.4,1410692
